repo_name,owner,language,size_bytes,relative_size,created_at,stars
Riskfolio-Lib,dcajasn,CMake,362108,0.02257504431057238,2020-03-02T19:49:06Z,3379
Riskfolio-Lib,dcajasn,Cuda,154504,0.009632304854244246,2020-03-02T19:49:06Z,3379
Riskfolio-Lib,dcajasn,Shell,27965,0.0017434332136963464,2020-03-02T19:49:06Z,3379
Riskfolio-Lib,dcajasn,HTML,19497,0.0012155092925956613,2020-03-02T19:49:06Z,3379
Riskfolio-Lib,dcajasn,JavaScript,8006,0.0004991212697605203,2020-03-02T19:49:06Z,3379
Riskfolio-Lib,dcajasn,XSLT,6736,0.00041994515027565137,2020-03-02T19:49:06Z,3379
Riskfolio-Lib,dcajasn,CSS,5679,0.0003540481752398195,2020-03-02T19:49:06Z,3379
Riskfolio-Lib,dcajasn,R,2356,0.00014688105315460728,2020-03-02T19:49:06Z,3379
Riskfolio-Lib,dcajasn,Makefile,2238,0.00013952453181664308,2020-03-02T19:49:06Z,3379
bruno,LianjiaTech,Dart,2602673,0.9984513045179556,2021-12-07T10:07:37Z,3378
bruno,LianjiaTech,Ruby,1355,0.0005198123304855545,2021-12-07T10:07:37Z,3378
bruno,LianjiaTech,Objective-C,1331,0.0005106053224179138,2021-12-07T10:07:37Z,3378
bruno,LianjiaTech,Swift,1035,0.0003970522229170103,2021-12-07T10:07:37Z,3378
bruno,LianjiaTech,HTML,194,7.442331521342996e-05,2021-12-07T10:07:37Z,3378
bruno,LianjiaTech,Kotlin,122,4.68022910105075e-05,2021-12-07T10:07:37Z,3378
Hunyuan3D-1,Tencent,Python,303552,0.976126775056596,2024-10-31T09:04:57Z,3378
Hunyuan3D-1,Tencent,Shell,7424,0.023873224943403992,2024-10-31T09:04:57Z,3378
Icalingua-plus-plus,Icalingua-plus-plus,TypeScript,705625,0.5900782394615894,2022-02-23T03:42:18Z,3376
Icalingua-plus-plus,Icalingua-plus-plus,Vue,333889,0.2792143607377724,2022-02-23T03:42:18Z,3376
Icalingua-plus-plus,Icalingua-plus-plus,JavaScript,117629,0.09836714009513169,2022-02-23T03:42:18Z,3376
Icalingua-plus-plus,Icalingua-plus-plus,HTML,26598,0.022242552365915828,2022-02-23T03:42:18Z,3376
Icalingua-plus-plus,Icalingua-plus-plus,SCSS,5631,0.004708918428922175,2022-02-23T03:42:18Z,3376
Icalingua-plus-plus,Icalingua-plus-plus,CSS,5074,0.004243127705265693,2022-02-23T03:42:18Z,3376
Icalingua-plus-plus,Icalingua-plus-plus,Dockerfile,737,0.0006163155535634245,2022-02-23T03:42:18Z,3376
Icalingua-plus-plus,Icalingua-plus-plus,EJS,497,0.0004156157803541682,2022-02-23T03:42:18Z,3376
Icalingua-plus-plus,Icalingua-plus-plus,Shell,136,0.00011372987148524522,2022-02-23T03:42:18Z,3376
pyinstxtractor,extremecoders-re,Python,17542,1.0,2020-03-25T11:24:09Z,3375
Leetcode-Premium-Bypass,31b4,JavaScript,96834,0.9781409725448998,2023-11-07T16:26:57Z,3373
Leetcode-Premium-Bypass,31b4,CSS,1388,0.014020485262328531,2023-11-07T16:26:57Z,3373
Leetcode-Premium-Bypass,31b4,HTML,776,0.007838542192771572,2023-11-07T16:26:57Z,3373
WechatBakTool,SuxueCode,C#,176297,1.0,2023-08-12T01:20:59Z,3365
towhee,towhee-io,Python,2811129,0.9983833395899606,2021-07-13T08:28:50Z,3364
towhee,towhee-io,Dockerfile,2728,0.0009688597536439675,2021-07-13T08:28:50Z,3364
towhee,towhee-io,Batchfile,799,0.0002837679410416166,2021-07-13T08:28:50Z,3364
towhee,towhee-io,Makefile,638,0.00022658816819092788,2021-07-13T08:28:50Z,3364
towhee,towhee-io,HTML,387,0.00013744454716283557,2021-07-13T08:28:50Z,3364
react-coding-challenges,alexgurr,SCSS,294286,0.902122833100869,2020-03-10T08:04:51Z,3355
react-coding-challenges,alexgurr,JavaScript,24426,0.07487699829866806,2020-03-10T08:04:51Z,3355
react-coding-challenges,alexgurr,HTML,7482,0.022935793878270466,2020-03-10T08:04:51Z,3355
react-coding-challenges,alexgurr,Shell,21,6.437472219241911e-05,2020-03-10T08:04:51Z,3355
histoire,histoire-dev,TypeScript,291157,0.565514816850635,2022-01-21T23:03:57Z,3353
histoire,histoire-dev,Vue,200902,0.39021235187519543,2022-01-21T23:03:57Z,3353
histoire,histoire-dev,JavaScript,13212,0.025661693726170384,2022-01-21T23:03:57Z,3353
histoire,histoire-dev,Svelte,6006,0.011665465676610606,2022-01-21T23:03:57Z,3353
histoire,histoire-dev,CSS,3576,0.006945671871388532,2022-01-21T23:03:57Z,3353
picoGPT,jaymody,Python,13639,1.0,2023-01-21T21:07:13Z,3353
sudo-rs,trifectatechfoundation,Rust,1119393,0.9871112134030682,2022-12-12T16:40:01Z,3352
sudo-rs,trifectatechfoundation,Shell,10561,0.00931297723386675,2022-12-12T16:40:01Z,3352
sudo-rs,trifectatechfoundation,Dockerfile,2838,0.0025026256405372444,2022-12-12T16:40:01Z,3352
sudo-rs,trifectatechfoundation,Makefile,1186,0.0010458470788150711,2022-12-12T16:40:01Z,3352
sudo-rs,trifectatechfoundation,C,31,2.733664371270422e-05,2022-12-12T16:40:01Z,3352
kubero,kubero-dev,TypeScript,427763,0.5090356284361092,2022-05-17T14:42:13Z,3336
kubero,kubero-dev,Vue,409103,0.4868303305804793,2022-05-17T14:42:13Z,3336
kubero,kubero-dev,JavaScript,1994,0.0023728490848942095,2022-05-17T14:42:13Z,3336
kubero,kubero-dev,Dockerfile,899,0.0010698050788966371,2022-05-17T14:42:13Z,3336
kubero,kubero-dev,HTML,374,0.00044505795273341745,2022-05-17T14:42:13Z,3336
kubero,kubero-dev,SCSS,207,0.0002463288668872123,2022-05-17T14:42:13Z,3336
vault-ai,pashpashpash,JavaScript,46096,0.3391830938242717,2023-04-18T04:10:09Z,3335
vault-ai,pashpashpash,Go,45750,0.33663716032758656,2023-04-18T04:10:09Z,3335
vault-ai,pashpashpash,Less,40183,0.2956741205124243,2023-04-18T04:10:09Z,3335
vault-ai,pashpashpash,HTML,2359,0.017357968551098946,2023-04-18T04:10:09Z,3335
vault-ai,pashpashpash,Shell,1515,0.01114765678461844,2023-04-18T04:10:09Z,3335
rocketry,Miksus,Python,739353,1.0,2020-06-08T09:39:43Z,3334
llm-zoomcamp,DataTalksClub,Jupyter Notebook,1029105,0.9630737729081018,2024-03-26T14:53:20Z,3333
llm-zoomcamp,DataTalksClub,Python,39278,0.03675777656534991,2024-03-26T14:53:20Z,3333
llm-zoomcamp,DataTalksClub,Dockerfile,180,0.00016845052654827092,2024-03-26T14:53:20Z,3333
next-intl,amannn,TypeScript,565400,0.987031033694174,2020-11-20T11:24:11Z,3326
next-intl,amannn,JavaScript,7429,0.012968966305825997,2020-11-20T11:24:11Z,3326
FreeGPT35,missuo,JavaScript,12164,0.9899088541666666,2024-04-02T19:09:24Z,3314
FreeGPT35,missuo,Dockerfile,124,0.010091145833333334,2024-04-02T19:09:24Z,3314
compose-destinations,raamcosta,Kotlin,753178,0.9932585158712366,2021-09-01T23:17:50Z,3311
compose-destinations,raamcosta,Mermaid,5112,0.006741484128763402,2021-09-01T23:17:50Z,3311
MODNet,ZHKKKe,Python,56213,1.0,2020-11-23T12:44:53Z,4017
vap,Tencent,Objective-C,487149,0.5590469042635232,2020-08-31T08:06:57Z,4013
vap,Tencent,Kotlin,210250,0.24128061767838124,2020-08-31T08:06:57Z,4013
vap,Tencent,Java,93062,0.10679694098637582,2020-08-31T08:06:57Z,4013
vap,Tencent,TypeScript,31337,0.035962001028239876,2020-08-31T08:06:57Z,4013
vap,Tencent,JavaScript,22162,0.02543287062539018,2020-08-31T08:06:57Z,4013
vap,Tencent,Metal,8751,0.010042552605486393,2020-08-31T08:06:57Z,4013
vap,Tencent,Swift,7781,0.008929391135103375,2020-08-31T08:06:57Z,4013
vap,Tencent,Ruby,7484,0.00858855715912012,2020-08-31T08:06:57Z,4013
vap,Tencent,Vue,2889,0.003315385039109838,2020-08-31T08:06:57Z,4013
vap,Tencent,HTML,270,0.0003098490690756858,2020-08-31T08:06:57Z,4013
vap,Tencent,Shell,257,0.0002949304101942639,2020-08-31T08:06:57Z,4013
Digital-Logic-Sim,SebLague,C#,738514,0.9633503345899479,2020-11-23T12:45:47Z,4012
Digital-Logic-Sim,SebLague,ShaderLab,26695,0.03482213902766726,2020-11-23T12:45:47Z,4012
Digital-Logic-Sim,SebLague,HLSL,1401,0.001827526382384785,2020-11-23T12:45:47Z,4012
speech-to-speech,huggingface,Python,102674,0.9972997124873727,2024-08-07T15:32:09Z,4012
speech-to-speech,huggingface,Dockerfile,278,0.0027002875126272436,2024-08-07T15:32:09Z,4012
swift-collections,apple,Swift,2911768,0.9613856678728968,2021-02-15T20:47:21Z,4011
swift-collections,apple,Python,39541,0.013055350114900024,2021-02-15T20:47:21Z,4011
swift-collections,apple,C++,33624,0.011101719538286802,2021-02-15T20:47:21Z,4011
swift-collections,apple,CMake,29762,0.009826593412398638,2021-02-15T20:47:21Z,4011
swift-collections,apple,Shell,13152,0.004342428484640376,2021-02-15T20:47:21Z,4011
swift-collections,apple,C,873,0.00028824057687736076,2021-02-15T20:47:21Z,4011
SxT-Go-SDK,spaceandtimefdn,Go,37848,1.0,2023-05-17T18:12:20Z,4011
zoraxy,tobychui,HTML,2528805,0.3671143804086041,2022-11-01T02:52:21Z,4010
zoraxy,tobychui,CSS,1749873,0.2540344321482856,2022-11-01T02:52:21Z,4010
zoraxy,tobychui,JavaScript,1541233,0.2237455232255133,2022-11-01T02:52:21Z,4010
zoraxy,tobychui,Go,1059505,0.15381159148879336,2022-11-01T02:52:21Z,4010
zoraxy,tobychui,Shell,4500,0.000653278806328965,2022-11-01T02:52:21Z,4010
zoraxy,tobychui,Dockerfile,2624,0.0003809341306238232,2022-11-01T02:52:21Z,4010
zoraxy,tobychui,Makefile,1790,0.000259859791850855,2022-11-01T02:52:21Z,4010
jasmine,niuhuan,Dart,444639,0.8658127430381792,2022-01-02T13:35:41Z,3995
jasmine,niuhuan,C++,29175,0.05681032653037381,2022-01-02T13:35:41Z,3995
jasmine,niuhuan,CMake,16379,0.031893619134224255,2022-01-02T13:35:41Z,3995
jasmine,niuhuan,Kotlin,7921,0.01542397931266807,2022-01-02T13:35:41Z,3995
jasmine,niuhuan,Swift,5779,0.01125302063475682,2022-01-02T13:35:41Z,3995
jasmine,niuhuan,TypeScript,3382,0.006585519257094232,2022-01-02T13:35:41Z,3995
jasmine,niuhuan,Ruby,2685,0.005228302544440571,2022-01-02T13:35:41Z,3995
jasmine,niuhuan,C,2160,0.004206008750834873,2022-01-02T13:35:41Z,3995
jasmine,niuhuan,Shell,1148,0.0022354157620177936,2022-01-02T13:35:41Z,3995
jasmine,niuhuan,Java,223,0.00043423145899823,2022-01-02T13:35:41Z,3995
jasmine,niuhuan,Objective-C,60,0.00011683357641207981,2022-01-02T13:35:41Z,3995
photo2cartoon,minivision-ai,Python,80327,1.0,2020-04-17T08:24:26Z,3995
course,parallel101,C++,7508746,0.7296344309703514,2021-12-10T16:16:45Z,3990
course,parallel101,C,1648226,0.16016022377378838,2021-12-10T16:16:45Z,3990
course,parallel101,Cuda,323280,0.03141353014792286,2021-12-10T16:16:45Z,3990
course,parallel101,CMake,282931,0.02749276632727655,2021-12-10T16:16:45Z,3990
course,parallel101,Python,269925,0.02622895670990497,2021-12-10T16:16:45Z,3990
course,parallel101,Less,200665,0.019498874125009096,2021-12-10T16:16:45Z,3990
course,parallel101,Shell,30506,0.0029643069496799518,2021-12-10T16:16:45Z,3990
course,parallel101,Starlark,9883,0.0009603437220116359,2021-12-10T16:16:45Z,3990
course,parallel101,HTML,8099,0.000786990165392314,2021-12-10T16:16:45Z,3990
course,parallel101,Vim Script,6755,0.0006563919702710311,2021-12-10T16:16:45Z,3990
course,parallel101,Vue,693,6.733969435941148e-05,2021-12-10T16:16:45Z,3990
course,parallel101,Java,493,4.79054391330301e-05,2021-12-10T16:16:45Z,3990
course,parallel101,Makefile,444,4.314404660256666e-05,2021-12-10T16:16:45Z,3990
course,parallel101,Batchfile,274,2.662492966014249e-05,2021-12-10T16:16:45Z,3990
course,parallel101,CSS,187,1.817102863666659e-05,2021-12-10T16:16:45Z,3990
ByeDPIAndroid,dovecoteescapee,Kotlin,63074,0.731233407143768,2024-02-22T18:01:47Z,3988
ByeDPIAndroid,dovecoteescapee,C,21250,0.2463568174177168,2024-02-22T18:01:47Z,3988
ByeDPIAndroid,dovecoteescapee,Makefile,1463,0.016960942300335045,2024-02-22T18:01:47Z,3988
ByeDPIAndroid,dovecoteescapee,CMake,470,0.00544883313818009,2024-02-22T18:01:47Z,3988
SpoofDPI,xvzc,Go,51860,0.9816392201400719,2021-12-26T07:24:14Z,3973
SpoofDPI,xvzc,Shell,663,0.012549687677455991,2021-12-26T07:24:14Z,3973
SpoofDPI,xvzc,Dockerfile,307,0.00581109218247208,2021-12-26T07:24:14Z,3973
dynamo,ai-dynamo,Rust,1561547,0.6453838978360968,2025-03-03T18:40:07Z,3969
dynamo,ai-dynamo,Python,458091,0.1893279902197215,2025-03-03T18:40:07Z,3969
dynamo,ai-dynamo,Go,281620,0.11639291888659233,2025-03-03T18:40:07Z,3969
dynamo,ai-dynamo,Shell,65835,0.027209458898156402,2025-03-03T18:40:07Z,3969
dynamo,ai-dynamo,Cuda,26267,0.010856092608458635,2025-03-03T18:40:07Z,3969
dynamo,ai-dynamo,Earthly,9750,0.004029653288631046,2025-03-03T18:40:07Z,3969
dynamo,ai-dynamo,Makefile,9269,0.0038308570597252478,2025-03-03T18:40:07Z,3969
dynamo,ai-dynamo,Smarty,7184,0.0029691312026179934,2025-03-03T18:40:07Z,3969
AllHackingTools,mishakorzik,Shell,246908,0.5667759322002773,2021-05-09T20:07:47Z,3964
AllHackingTools,mishakorzik,Python,185367,0.4255089111092747,2021-05-09T20:07:47Z,3964
AllHackingTools,mishakorzik,PHP,3361,0.007715156690447989,2021-05-09T20:07:47Z,3964
ChatGPT.nvim,jackMort,Lua,132083,1.0,2022-12-10T17:27:28Z,3953
liveblocks,liveblocks,TypeScript,4248879,0.8296822240256571,2021-05-25T15:25:51Z,3946
liveblocks,liveblocks,MDX,576759,0.11262422155274696,2021-05-25T15:25:51Z,3946
liveblocks,liveblocks,CSS,132440,0.025861671690334796,2021-05-25T15:25:51Z,3946
liveblocks,liveblocks,JavaScript,130390,0.02546136644293834,2021-05-25T15:25:51Z,3946
liveblocks,liveblocks,Shell,21055,0.004111427797040162,2021-05-25T15:25:51Z,3946
liveblocks,liveblocks,PEG.js,8023,0.001566658048713048,2021-05-25T15:25:51Z,3946
liveblocks,liveblocks,HTML,3546,0.0006924304425696706,2021-05-25T15:25:51Z,3946
OpenGpt,futantan,TypeScript,95217,0.9379414285292118,2023-03-03T11:02:09Z,3943
OpenGpt,futantan,JavaScript,4890,0.04816927214161175,2023-03-03T11:02:09Z,3943
OpenGpt,futantan,CSS,1410,0.013889299329176394,2023-03-03T11:02:09Z,3943
tau,taubyte,Go,3870072,0.9176890884529116,2023-07-13T17:12:58Z,3940
tau,taubyte,TypeScript,318110,0.07543169117467471,2023-07-13T17:12:58Z,3940
tau,taubyte,Python,12257,0.002906435631473352,2023-07-13T17:12:58Z,3940
tau,taubyte,JavaScript,10980,0.0026036275788184227,2023-07-13T17:12:58Z,3940
tau,taubyte,Shell,4862,0.0011528995708756987,2023-07-13T17:12:58Z,3940
tau,taubyte,HTML,536,0.0001270987597674567,2023-07-13T17:12:58Z,3940
tau,taubyte,Rust,376,8.915883147866365e-05,2023-07-13T17:12:58Z,3940
poem,poem-web,Rust,1573949,0.9963266386116302,2021-08-11T09:08:53Z,3933
poem,poem-web,HTML,3454,0.0021864191341425744,2021-08-11T09:08:53Z,3933
poem,poem-web,Shell,2349,0.0014869422542272458,2021-08-11T09:08:53Z,3933
mach,hexops,Zig,2989647,0.9861344342399915,2021-07-04T17:37:47Z,3931
mach,hexops,WGSL,41353,0.013640278353640536,2021-07-04T17:37:47Z,3931
mach,hexops,C,605,0.00019955912277108128,2021-07-04T17:37:47Z,3931
mach,hexops,Shell,78,2.5728283596932794e-05,2021-07-04T17:37:47Z,3931
TensorFlowTTS,TensorSpeech,Python,3206566,1.0,2020-03-22T03:44:10Z,3923
ActionRoguelike,tomlooman,C++,241722,0.989812047008722,2020-09-07T16:52:50Z,3922
ActionRoguelike,tomlooman,C#,1874,0.007673723434748782,2020-09-07T16:52:50Z,3922
ActionRoguelike,tomlooman,Batchfile,614,0.0025142295565292166,2020-09-07T16:52:50Z,3922
AlgerMusicPlayer,algerkong,Vue,526113,0.5832867691079625,2023-10-27T15:52:55Z,3921
AlgerMusicPlayer,algerkong,TypeScript,349310,0.3872702277212355,2023-10-27T15:52:55Z,3921
AlgerMusicPlayer,algerkong,HTML,16037,0.01777977338743653,2023-10-27T15:52:55Z,3921
AlgerMusicPlayer,algerkong,CSS,5472,0.006066653362602275,2023-10-27T15:52:55Z,3921
AlgerMusicPlayer,algerkong,JavaScript,4749,0.005265083483004058,2023-10-27T15:52:55Z,3921
AlgerMusicPlayer,algerkong,NSIS,299,0.0003314929377591521,2023-10-27T15:52:55Z,3921
proxypool,zu1k,Go,67533,0.9654191445562672,2020-08-11T11:43:01Z,3920
proxypool,zu1k,Makefile,2011,0.028748284537968894,2020-08-11T11:43:01Z,3920
proxypool,zu1k,Dockerfile,408,0.005832570905763952,2020-08-11T11:43:01Z,3920
mm-cot,amazon-science,Python,1297899,0.9968517616770532,2023-02-02T06:31:32Z,3918
mm-cot,amazon-science,Shell,4099,0.0031482383229467325,2023-02-02T06:31:32Z,3918
ultravox,fixie-ai,Python,351443,0.9758835747289852,2024-05-29T23:17:05Z,3918
ultravox,fixie-ai,Shell,3902,0.010835036431491026,2024-05-29T23:17:05Z,3918
ultravox,fixie-ai,Just,3737,0.010376866003198863,2024-05-29T23:17:05Z,3918
ultravox,fixie-ai,Jinja,1046,0.0029045228363248623,2024-05-29T23:17:05Z,3918
security-research,google,C,3485180,0.8328518097401111,2020-06-15T09:19:51Z,3917
security-research,google,Python,153144,0.03659674896299175,2020-06-15T09:19:51Z,3917
security-research,google,Shell,123633,0.02954451930563103,2020-06-15T09:19:51Z,3917
security-research,google,Go,122474,0.029267553625956295,2020-06-15T09:19:51Z,3917
security-research,google,TypeScript,84926,0.02029472589478554,2020-06-15T09:19:51Z,3917
security-research,google,Makefile,60067,0.014354182468526518,2020-06-15T09:19:51Z,3917
security-research,google,Assembly,49813,0.011903788957409418,2020-06-15T09:19:51Z,3917
security-research,google,Java,31234,0.007463974149232645,2020-06-15T09:19:51Z,3917
security-research,google,CSS,23622,0.0056449381236208475,2020-06-15T09:19:51Z,3917
security-research,google,CodeQL,18092,0.004323436649417847,2020-06-15T09:19:51Z,3917
security-research,google,Dockerfile,13547,0.0032373201575095936,2020-06-15T09:19:51Z,3917
security-research,google,HTML,6938,0.0016579705656456455,2020-06-15T09:19:51Z,3917
security-research,google,C++,6653,0.0015898642509715305,2020-06-15T09:19:51Z,3917
security-research,google,JavaScript,3944,0.0009424958072796808,2020-06-15T09:19:51Z,3917
security-research,google,GDB,811,0.00019380428491476195,2020-06-15T09:19:51Z,3917
security-research,google,PHP,556,0.0001328670559958171,2020-06-15T09:19:51Z,3917
console,tokio-rs,Rust,578732,0.8263362075735444,2021-04-30T19:59:38Z,3912
console,tokio-rs,TypeScript,113698,0.16234245579766948,2021-04-30T19:59:38Z,3912
console,tokio-rs,Nix,5848,0.008350003355422004,2021-04-30T19:59:38Z,3912
console,tokio-rs,CSS,1249,0.001783371099678879,2021-04-30T19:59:38Z,3912
console,tokio-rs,JavaScript,437,0.0006239657090149481,2021-04-30T19:59:38Z,3912
console,tokio-rs,HTML,303,0.0004326352627723782,2021-04-30T19:59:38Z,3912
console,tokio-rs,Shell,92,0.0001313612018978838,2021-04-30T19:59:38Z,3912
DescomplicandoKubernetes,badtuxx,Shell,2852,0.6690124325592306,2020-05-10T16:28:31Z,3910
DescomplicandoKubernetes,badtuxx,Smarty,1177,0.27609664555477365,2020-05-10T16:28:31Z,3910
DescomplicandoKubernetes,badtuxx,CSS,234,0.05489092188599578,2020-05-10T16:28:31Z,3910
basic-pitch,spotify,Python,251318,0.9980897461864423,2022-05-03T09:10:03Z,3908
basic-pitch,spotify,Dockerfile,481,0.0019102538135576392,2022-05-03T09:10:03Z,3908
dim,Dusk-Labs,Rust,515945,0.5320715568155217,2021-01-08T18:40:39Z,3906
dim,Dusk-Labs,JavaScript,199542,0.20577895432668758,2021-01-08T18:40:39Z,3906
dim,Dusk-Labs,TypeScript,140739,0.14513798725573404,2021-01-08T18:40:39Z,3906
dim,Dusk-Labs,SCSS,108307,0.11169228135560709,2021-01-08T18:40:39Z,3906
dim,Dusk-Labs,Dockerfile,2407,0.002482234031253255,2021-01-08T18:40:39Z,3906
dim,Dusk-Labs,HTML,1752,0.0018067611228731626,2021-01-08T18:40:39Z,3906
dim,Dusk-Labs,Shell,999,0.0010302250923232247,2021-01-08T18:40:39Z,3906
chatgpt-telegram,m1guelpf,Go,25091,0.9855453867001847,2022-12-04T03:19:47Z,3904
chatgpt-telegram,m1guelpf,Dockerfile,252,0.009898267803134452,2022-12-04T03:19:47Z,3904
chatgpt-telegram,m1guelpf,Makefile,116,0.004556345496680938,2022-12-04T03:19:47Z,3904
next-auth-example,nextauthjs,TypeScript,42120,0.8512874408828166,2020-05-09T13:42:54Z,3904
next-auth-example,nextauthjs,CSS,2570,0.05194227737580339,2020-05-09T13:42:54Z,3904
next-auth-example,nextauthjs,JavaScript,2295,0.04638425158656372,2020-05-09T13:42:54Z,3904
next-auth-example,nextauthjs,Dockerfile,1787,0.03611706212862282,2020-05-09T13:42:54Z,3904
next-auth-example,nextauthjs,Shell,706,0.01426896802619346,2020-05-09T13:42:54Z,3904
llm-attacks,llm-attacks,Python,112653,0.6367094331091392,2023-07-27T00:19:27Z,3894
llm-attacks,llm-attacks,Jupyter Notebook,60916,0.3442943536992031,2023-07-27T00:19:27Z,3894
llm-attacks,llm-attacks,Shell,3361,0.01899621319165772,2023-07-27T00:19:27Z,3894
win-capture-audio,bozbez,C++,49913,0.9596808306094982,2021-08-12T14:36:35Z,3893
win-capture-audio,bozbez,CMake,2097,0.04031916939050183,2021-08-12T14:36:35Z,3893
PPHC,johnlui,Rust,53,1.0,2023-02-11T03:20:59Z,3874
screw,pingfangushi,Java,510299,0.8691976725964585,2020-06-21T11:37:06Z,3873
screw,pingfangushi,FreeMarker,76793,0.13080232740354153,2020-06-21T11:37:06Z,3873
tinykeys,jamiebuilds,TypeScript,8841,0.516685173280346,2020-07-27T23:02:08Z,3867
tinykeys,jamiebuilds,HTML,8270,0.48331482671965403,2020-07-27T23:02:08Z,3867
FedML,FedML-AI,Python,8058813,0.7852954856106538,2020-07-21T22:41:25Z,3859
FedML,FedML-AI,Jupyter Notebook,1487534,0.14495357255371955,2020-07-21T22:41:25Z,3859
FedML,FedML-AI,Java,292477,0.028500582870572524,2020-07-21T22:41:25Z,3859
FedML,FedML-AI,Shell,200247,0.019513179559703966,2020-07-21T22:41:25Z,3859
FedML,FedML-AI,C++,140497,0.013690807795371357,2020-07-21T22:41:25Z,3859
FedML,FedML-AI,Dockerfile,35466,0.0034560039664237705,2020-07-21T22:41:25Z,3859
FedML,FedML-AI,Batchfile,16545,0.0016122366667930212,2020-07-21T22:41:25Z,3859
FedML,FedML-AI,Smarty,13554,0.0013207770191424966,2020-07-21T22:41:25Z,3859
FedML,FedML-AI,CMake,11242,0.0010954829016674005,2020-07-21T22:41:25Z,3859
FedML,FedML-AI,Jinja,2862,0.0002788891713727184,2020-07-21T22:41:25Z,3859
FedML,FedML-AI,C,1722,0.00016780124147582848,2020-07-21T22:41:25Z,3859
FedML,FedML-AI,PowerShell,1182,0.00011518064310361746,2020-07-21T22:41:25Z,3859
cursor-tools,eastlondoner,TypeScript,697043,0.9673857077232032,2025-01-13T15:03:33Z,3859
cursor-tools,eastlondoner,HTML,15753,0.021862678563250214,2025-01-13T15:03:33Z,3859
cursor-tools,eastlondoner,JavaScript,7471,0.010368569259572295,2025-01-13T15:03:33Z,3859
cursor-tools,eastlondoner,Shell,276,0.0003830444539742944,2025-01-13T15:03:33Z,3859
LIO-SAM,TixiaoShan,C++,139223,0.8545692258587247,2020-07-01T03:44:07Z,3857
LIO-SAM,TixiaoShan,Python,20024,0.1229099658719831,2020-07-01T03:44:07Z,3857
LIO-SAM,TixiaoShan,CMake,2605,0.01598983525252277,2020-07-01T03:44:07Z,3857
LIO-SAM,TixiaoShan,Dockerfile,1064,0.006530973016769378,2020-07-01T03:44:07Z,3857
openv0,raidendotai,TypeScript,237768,0.42080001699000774,2023-09-19T16:12:31Z,3852
openv0,raidendotai,JavaScript,186250,0.3296238483075475,2023-09-19T16:12:31Z,3852
openv0,raidendotai,Svelte,129386,0.22898636905836423,2023-09-19T16:12:31Z,3852
openv0,raidendotai,CSS,8833,0.01563257692402989,2023-09-19T16:12:31Z,3852
openv0,raidendotai,HTML,2801,0.004957188720050687,2023-09-19T16:12:31Z,3852
LuaSnip,L3MON4D3,Lua,858158,0.9845122743094196,2021-03-19T13:27:06Z,3849
LuaSnip,L3MON4D3,Makefile,6093,0.00699012686168199,2021-03-19T13:27:06Z,3849
LuaSnip,L3MON4D3,Nix,4123,0.004730066149797283,2021-03-19T13:27:06Z,3849
LuaSnip,L3MON4D3,Vim Script,2214,0.0025399870132551986,2021-03-19T13:27:06Z,3849
LuaSnip,L3MON4D3,Vim Snippet,1070,0.0012275456658460083,2021-03-19T13:27:06Z,3849
fastrtc,gradio-app,JavaScript,708330,0.6990666675877941,2024-09-25T16:19:19Z,3845
fastrtc,gradio-app,Python,231221,0.22819715944025715,2024-09-25T16:19:19Z,3845
fastrtc,gradio-app,Svelte,57147,0.05639964826089488,2024-09-25T16:19:19Z,3845
fastrtc,gradio-app,TypeScript,10495,0.01035774946188062,2024-09-25T16:19:19Z,3845
fastrtc,gradio-app,HTML,3758,0.0037088539759644944,2024-09-25T16:19:19Z,3845
fastrtc,gradio-app,Just,2300,0.0022699212732087116,2024-09-25T16:19:19Z,3845
pyppeteer,pyppeteer,Python,523193,0.9661510222095829,2020-01-30T13:54:40Z,3843
pyppeteer,pyppeteer,HTML,15544,0.028704228629254896,2020-01-30T13:54:40Z,3843
pyppeteer,pyppeteer,JavaScript,2561,0.004729254343767485,2020-01-30T13:54:40Z,3843
pyppeteer,pyppeteer,CSS,225,0.00041549481739464435,2020-01-30T13:54:40Z,3843
KeyBERT,MaartenGr,Python,103761,0.9968967372506822,2020-10-22T12:21:22Z,3842
KeyBERT,MaartenGr,Makefile,323,0.0031032627493178585,2020-10-22T12:21:22Z,3842
LinuxMirrors,SuperManito,Shell,310732,1.0,2021-01-25T08:29:07Z,3838
annotated_latex_equations,synercys,TeX,8634,0.9424735290907106,2022-01-10T02:22:42Z,3836
annotated_latex_equations,synercys,Makefile,527,0.057526470909289376,2022-01-10T02:22:42Z,3836
sun-panel,hslr-s,Vue,228887,0.4900181760183601,2023-11-09T04:39:08Z,3835
sun-panel,hslr-s,Go,140336,0.3004416622600348,2023-11-09T04:39:08Z,3835
sun-panel,hslr-s,TypeScript,57798,0.12373822251813855,2023-11-09T04:39:08Z,3835
sun-panel,hslr-s,Less,29422,0.06298878824403392,2023-11-09T04:39:08Z,3835
sun-panel,hslr-s,Shell,5594,0.011976047904191617,2023-11-09T04:39:08Z,3835
sun-panel,hslr-s,HTML,1699,0.003637344545802924,2023-11-09T04:39:08Z,3835
sun-panel,hslr-s,Dockerfile,1658,0.00354956872097778,2023-11-09T04:39:08Z,3835
