repo_name,owner,language,size_bytes,relative_size,created_at,stars
lynx,lynx-family,PowerShell,5202,0.00022009269447952352,2025-03-04T07:41:43Z,12236
lynx,lynx-family,Less,4629,0.00019584949687537762,2025-03-04T07:41:43Z,12236
gorilla,ShishirPatil,Python,1430865,0.6985714306637836,2023-05-19T00:46:45Z,12058
gorilla,ShishirPatil,Jupyter Notebook,422759,0.20639777998342995,2023-05-19T00:46:45Z,12058
gorilla,ShishirPatil,JavaScript,179796,0.08777931457378972,2023-05-19T00:46:45Z,12058
gorilla,ShishirPatil,CSS,5525,0.002697394341476942,2023-05-19T00:46:45Z,12058
gorilla,ShishirPatil,Rust,3380,0.0016501706559623644,2023-05-19T00:46:45Z,12058
gorilla,ShishirPatil,Tree-sitter Query,2111,0.0010306243357208731,2023-05-19T00:46:45Z,12058
gorilla,ShishirPatil,Shell,1829,0.0008929473756672084,2023-05-19T00:46:45Z,12058
gorilla,ShishirPatil,HTML,973,0.0004750343338021836,2023-05-19T00:46:45Z,12058
gorilla,ShishirPatil,C++,869,0.0004242598520802647,2023-05-19T00:46:45Z,12058
gorilla,ShishirPatil,Dockerfile,166,8.104388428690901e-05,2023-05-19T00:46:45Z,12058
fscan,shadow1ng,Go,554566,0.9743159078331298,2020-11-13T16:35:20Z,12044
fscan,shadow1ng,Dockerfile,13788,0.024224109911540184,2020-11-13T16:35:20Z,12044
fscan,shadow1ng,Python,569,0.000999674973866142,2020-11-13T16:35:20Z,12044
fscan,shadow1ng,Shell,262,0.0004603072814638474,2020-11-13T16:35:20Z,12044
aisuite,andrewyng,Python,153882,1.0,2024-06-30T20:07:46Z,12030
metersphere,metersphere,Java,14834869,0.6535395038492209,2020-02-03T02:06:12Z,12012
metersphere,metersphere,Vue,5726355,0.25227045857732244,2020-02-03T02:06:12Z,12012
metersphere,metersphere,TypeScript,1961538,0.08641414840275254,2020-02-03T02:06:12Z,12012
metersphere,metersphere,MAXScript,77425,0.0034109027916273426,2020-02-03T02:06:12Z,12012
metersphere,metersphere,Less,39452,0.0017380295374269542,2020-02-03T02:06:12Z,12012
metersphere,metersphere,JavaScript,34573,0.0015230886950588585,2020-02-03T02:06:12Z,12012
metersphere,metersphere,CSS,23345,0.0010284472156350058,2020-02-03T02:06:12Z,12012
metersphere,metersphere,Dockerfile,993,4.374590212574687e-05,2020-02-03T02:06:12Z,12012
metersphere,metersphere,HTML,538,2.370120377004211e-05,2020-02-03T02:06:12Z,12012
metersphere,metersphere,Shell,181,7.973825060181454e-06,2020-02-03T02:06:12Z,12012
Open-Sora-Plan,PKU-YuanGroup,Python,1348149,0.9816442617292797,2024-02-20T14:01:03Z,11956
Open-Sora-Plan,PKU-YuanGroup,Shell,18761,0.013660676968423383,2024-02-20T14:01:03Z,11956
Open-Sora-Plan,PKU-YuanGroup,Cuda,3935,0.0028652397990909873,2024-02-20T14:01:03Z,11956
Open-Sora-Plan,PKU-YuanGroup,C++,2472,0.0017999676704835883,2024-02-20T14:01:03Z,11956
Open-Sora-Plan,PKU-YuanGroup,CSS,41,2.9853832722421976e-05,2024-02-20T14:01:03Z,11956
developer,smol-ai,Python,44962,0.81944267254734,2023-05-13T07:19:57Z,11952
developer,smol-ai,JavaScript,6632,0.12086970784960542,2023-05-13T07:19:57Z,11952
developer,smol-ai,CSS,1735,0.03162076946909913,2023-05-13T07:19:57Z,11952
developer,smol-ai,HTML,1216,0.022161876469408957,2023-05-13T07:19:57Z,11952
developer,smol-ai,Makefile,324,0.005904973664546466,2023-05-13T07:19:57Z,11952
quickemu,quickemu-project,Shell,232074,0.9621522120371637,2020-03-15T23:11:47Z,11857
quickemu,quickemu-project,Nix,4813,0.01995414650729883,2020-03-15T23:11:47Z,11857
quickemu,quickemu-project,Python,4316,0.017893641455537453,2020-03-15T23:11:47Z,11857
h2ogpt,h2oai,Python,4109649,0.938106183058638,2023-03-24T21:31:25Z,11800
h2ogpt,h2oai,Jupyter Notebook,99840,0.022790394341846328,2023-03-24T21:31:25Z,11800
h2ogpt,h2oai,TeX,79412,0.018127311653392434,2023-03-24T21:31:25Z,11800
h2ogpt,h2oai,HTML,56484,0.012893556029695993,2023-03-24T21:31:25Z,11800
h2ogpt,h2oai,Shell,20284,0.0046302119273839235,2023-03-24T21:31:25Z,11800
h2ogpt,h2oai,Groovy,8052,0.001838023389829193,2023-03-24T21:31:25Z,11800
h2ogpt,h2oai,Makefile,4052,0.000924946693441119,2023-03-24T21:31:25Z,11800
h2ogpt,h2oai,Smarty,1965,0.0004485489271006414,2023-03-24T21:31:25Z,11800
h2ogpt,h2oai,Dockerfile,1055,0.00024082397867235454,2023-03-24T21:31:25Z,11800
python-sdk,modelcontextprotocol,Python,686159,1.0,2024-09-24T21:01:35Z,11785
F5-TTS,SWivid,Python,482637,0.9838851719118852,2024-10-08T13:36:55Z,11760
F5-TTS,SWivid,Shell,7040,0.014351472452919423,2024-10-08T13:36:55Z,11760
F5-TTS,SWivid,Dockerfile,865,0.0017633556351953554,2024-10-08T13:36:55Z,11760
stagehand,browserbase,TypeScript,725911,0.996636283381455,2024-03-24T19:19:44Z,11707
stagehand,browserbase,HTML,2063,0.0028323866873706856,2024-03-24T19:19:44Z,11707
stagehand,browserbase,JavaScript,387,0.0005313299311742392,2024-03-24T19:19:44Z,11707
Awesome-Diffusion-Models,diff-usion,HTML,9573,0.45716332378223495,2021-09-18T01:24:24Z,11703
Awesome-Diffusion-Models,diff-usion,Python,8908,0.42540592168099334,2021-09-18T01:24:24Z,11703
Awesome-Diffusion-Models,diff-usion,CSS,2144,0.10238777459407832,2021-09-18T01:24:24Z,11703
Awesome-Diffusion-Models,diff-usion,JavaScript,256,0.012225405921680994,2021-09-18T01:24:24Z,11703
Awesome-Diffusion-Models,diff-usion,Shell,59,0.0028175740210124164,2021-09-18T01:24:24Z,11703
open_clip,mlfoundations,Python,427552,0.9933552038511937,2021-07-28T23:24:39Z,11690
open_clip,mlfoundations,Shell,2457,0.005708483964201741,2021-07-28T23:24:39Z,11690
open_clip,mlfoundations,Makefile,403,0.0009363121846045184,2021-07-28T23:24:39Z,11690
FinRL,AI4Finance-Foundation,Jupyter Notebook,2882300,0.8315079277846198,2020-07-26T13:18:16Z,11637
FinRL,AI4Finance-Foundation,Python,583284,0.16827022521941648,2020-07-26T13:18:16Z,11637
FinRL,AI4Finance-Foundation,Dockerfile,601,0.0001733810722681735,2020-07-26T13:18:16Z,11637
FinRL,AI4Finance-Foundation,Shell,168,4.846592369559592e-05,2020-07-26T13:18:16Z,11637
InstantID,instantX-research,Python,259655,1.0,2023-12-11T13:16:04Z,11600
pragmatic-drag-and-drop,atlassian,TypeScript,1583626,0.965943664377295,2024-02-04T21:51:59Z,11577
pragmatic-drag-and-drop,atlassian,MDX,55834,0.03405633562270504,2024-02-04T21:51:59Z,11577
FlashMLA,deepseek-ai,Cuda,71277,0.5980717917736496,2025-02-21T06:31:27Z,11527
FlashMLA,deepseek-ai,Python,29921,0.2510614375136351,2025-02-21T06:31:27Z,11527
FlashMLA,deepseek-ai,C++,13900,0.11663226434409035,2025-02-21T06:31:27Z,11527
FlashMLA,deepseek-ai,C,4080,0.03423450636862508,2025-02-21T06:31:27Z,11527
CodeGuide,fuzhengwei,Shell,134,1.0,2020-04-14T08:54:33Z,11486
data-formulator,microsoft,TypeScript,539705,0.7239503688799463,2024-06-07T23:01:51Z,11480
data-formulator,microsoft,Python,169879,0.2278725687458082,2024-06-07T23:01:51Z,11480
data-formulator,microsoft,SCSS,25342,0.03399329309188464,2024-06-07T23:01:51Z,11480
data-formulator,microsoft,HTML,8454,0.011340040241448692,2024-06-07T23:01:51Z,11480
data-formulator,microsoft,JavaScript,1172,0.0015720992622401072,2024-06-07T23:01:51Z,11480
data-formulator,microsoft,Batchfile,349,0.0004681421864520456,2024-06-07T23:01:51Z,11480
data-formulator,microsoft,Shell,331,0.00044399731723675386,2024-06-07T23:01:51Z,11480
data-formulator,microsoft,CSS,268,0.0003594902749832327,2024-06-07T23:01:51Z,11480
infracost,infracost,Go,3602283,0.9831150563622907,2020-06-24T09:11:56Z,11470
infracost,infracost,Shell,50195,0.013698940436968772,2020-06-24T09:11:56Z,11470
infracost,infracost,Makefile,8390,0.002289752171853133,2020-06-24T09:11:56Z,11470
infracost,infracost,Dockerfile,2764,0.0007543355188321882,2020-06-24T09:11:56Z,11470
infracost,infracost,HCL,520,0.00014191551005525972,2020-06-24T09:11:56Z,11470
LLMSurvey,RUCAIBox,Python,738327,0.9163124457809345,2023-03-14T06:47:45Z,11462
LLMSurvey,RUCAIBox,Shell,38077,0.04725606539920746,2023-03-14T06:47:45Z,11462
LLMSurvey,RUCAIBox,JavaScript,22995,0.028538309842024726,2023-03-14T06:47:45Z,11462
LLMSurvey,RUCAIBox,Rust,3380,0.004194802664320225,2023-03-14T06:47:45Z,11462
LLMSurvey,RUCAIBox,Scheme,2111,0.0026198900663846137,2023-03-14T06:47:45Z,11462
LLMSurvey,RUCAIBox,C++,869,0.0010784862471284837,2023-03-14T06:47:45Z,11462
MoneyPrinterV2,FujiwaraChoki,Python,88013,0.991282507574307,2024-02-12T11:20:42Z,11423
MoneyPrinterV2,FujiwaraChoki,Shell,774,0.00871749242569295,2024-02-12T11:20:42Z,11423
rspack,web-infra-dev,Rust,5066980,0.5586161786776234,2022-04-01T08:45:30Z,11409
rspack,web-infra-dev,MDX,2034140,0.2242565618366958,2022-04-01T08:45:30Z,11409
rspack,web-infra-dev,TypeScript,1499072,0.16526725430189626,2022-04-01T08:45:30Z,11409
rspack,web-infra-dev,JavaScript,268874,0.0296423839102912,2022-04-01T08:45:30Z,11409
rspack,web-infra-dev,CSS,132686,0.014628150552009113,2022-04-01T08:45:30Z,11409
rspack,web-infra-dev,EJS,27375,0.0030179945236215536,2022-04-01T08:45:30Z,11409
rspack,web-infra-dev,HTML,14277,0.0015739875000454766,2022-04-01T08:45:30Z,11409
rspack,web-infra-dev,SCSS,11328,0.0012488709393090396,2022-04-01T08:45:30Z,11409
rspack,web-infra-dev,WebAssembly,9339,0.0010295908988530297,2022-04-01T08:45:30Z,11409
rspack,web-infra-dev,Vue,2968,0.0003272112418669871,2022-04-01T08:45:30Z,11409
rspack,web-infra-dev,Less,1389,0.00015313221528074294,2022-04-01T08:45:30Z,11409
rspack,web-infra-dev,CoffeeScript,1066,0.00011752263606139091,2022-04-01T08:45:30Z,11409
rspack,web-infra-dev,Dockerfile,793,8.742537560664446e-05,2022-04-01T08:45:30Z,11409
rspack,web-infra-dev,Pug,306,3.373539083938613e-05,2022-04-01T08:45:30Z,11409
CogVideo,THUDM,Python,1053609,0.9889216565985741,2022-05-29T06:46:18Z,11353
CogVideo,THUDM,Shell,11803,0.011078343401425926,2022-05-29T06:46:18Z,11353
Magpie,Blinue,HLSL,11477251,0.9130665421374137,2021-02-20T13:25:29Z,11326
Magpie,Blinue,C++,1076081,0.08560704629791317,2021-02-20T13:25:29Z,11326
Magpie,Blinue,Python,12209,0.0009712804410181221,2021-02-20T13:25:29Z,11326
Magpie,Blinue,C,4464,0.00035513112365508206,2021-02-20T13:25:29Z,11326
beszel,henrygd,Go,444241,0.8545150276508776,2024-07-07T21:36:28Z,11320
beszel,henrygd,Shell,28764,0.05532868477999519,2024-07-07T21:36:28Z,11320
beszel,henrygd,TypeScript,24738,0.04758451550853571,2024-07-07T21:36:28Z,11320
beszel,henrygd,PowerShell,13570,0.026102428468381823,2024-07-07T21:36:28Z,11320
beszel,henrygd,JavaScript,2485,0.004779995191151719,2024-07-07T21:36:28Z,11320
beszel,henrygd,CSS,2221,0.004272180812695359,2024-07-07T21:36:28Z,11320
beszel,henrygd,Makefile,1862,0.0035816301995672036,2024-07-07T21:36:28Z,11320
beszel,henrygd,Smarty,1472,0.0028314498677566723,2024-07-07T21:36:28Z,11320
beszel,henrygd,HTML,522,0.0010040875210387112,2024-07-07T21:36:28Z,11320
OpenLLM,bentoml,Python,65602,0.9589393518586192,2023-04-19T00:27:52Z,11237
OpenLLM,bentoml,Shell,2809,0.04106064814138077,2023-04-19T00:27:52Z,11237
gitdiagram,ahmedkhaleel2004,TypeScript,92129,0.554556344089905,2024-12-15T10:32:03Z,11220
gitdiagram,ahmedkhaleel2004,Python,64307,0.3870860947083928,2024-12-15T10:32:03Z,11220
gitdiagram,ahmedkhaleel2004,Shell,3709,0.022325754976494454,2024-12-15T10:32:03Z,11220
gitdiagram,ahmedkhaleel2004,JavaScript,3679,0.02214517459113591,2024-12-15T10:32:03Z,11220
gitdiagram,ahmedkhaleel2004,CSS,1657,0.009974056617970156,2024-12-15T10:32:03Z,11220
gitdiagram,ahmedkhaleel2004,Dockerfile,650,0.003912575016101751,2024-12-15T10:32:03Z,11220
unstructured,Unstructured-IO,HTML,27057512,0.9128069140045351,2022-09-26T21:53:41Z,11124
unstructured,Unstructured-IO,Python,2226238,0.0751039282037324,2022-09-26T21:53:41Z,11124
unstructured,Unstructured-IO,Shell,174580,0.005889596613573034,2022-09-26T21:53:41Z,11124
unstructured,Unstructured-IO,Rich Text Format,169362,0.005713563189758026,2022-09-26T21:53:41Z,11124
unstructured,Unstructured-IO,Makefile,10808,0.0003646165666141445,2022-09-26T21:53:41Z,11124
unstructured,Unstructured-IO,Dockerfile,2770,9.344817630654889e-05,2022-09-26T21:53:41Z,11124
unstructured,Unstructured-IO,XSLT,758,2.5571739220348033e-05,2022-09-26T21:53:41Z,11124
unstructured,Unstructured-IO,Go,70,2.361506260454304e-06,2022-09-26T21:53:41Z,11124
awesome-chatgpt-zh,EmbraceAGI,Python,1137,1.0,2023-03-21T02:16:34Z,11121
zerox,getomni-ai,TypeScript,85817,0.6755382374936041,2024-07-21T21:25:49Z,11120
zerox,getomni-ai,Python,34617,0.2724997048057622,2024-07-21T21:25:49Z,11120
zerox,getomni-ai,JavaScript,3893,0.030645097807690792,2024-07-21T21:25:49Z,11120
zerox,getomni-ai,Makefile,2708,0.02131695989294289,2024-07-21T21:25:49Z,11120
markmap,markmap,TypeScript,120797,0.9645241137016928,2020-01-13T10:23:34Z,11019
markmap,markmap,CSS,3213,0.0256547428936442,2020-01-13T10:23:34Z,11019
markmap,markmap,JavaScript,838,0.006691152986266369,2020-01-13T10:23:34Z,11019
markmap,markmap,HTML,392,0.0031299904183966784,2020-01-13T10:23:34Z,11019
clash-nyanpasu,libnyanpasu,Rust,829768,0.5772596293652682,2023-11-10T01:25:55Z,11009
clash-nyanpasu,libnyanpasu,TypeScript,559245,0.38906002813362217,2023-11-10T01:25:55Z,11009
clash-nyanpasu,libnyanpasu,NSIS,30033,0.020893597305183014,2023-11-10T01:25:55Z,11009
clash-nyanpasu,libnyanpasu,JavaScript,8065,0.005610723612902508,2023-11-10T01:25:55Z,11009
clash-nyanpasu,libnyanpasu,SCSS,6131,0.004265263046584659,2023-11-10T01:25:55Z,11009
clash-nyanpasu,libnyanpasu,HTML,2393,0.0016647813522226535,2023-11-10T01:25:55Z,11009
clash-nyanpasu,libnyanpasu,CSS,1055,0.0007339508259903467,2023-11-10T01:25:55Z,11009
clash-nyanpasu,libnyanpasu,Lua,736,0.0005120263582264409,2023-11-10T01:25:55Z,11009
basic-computer-games,coding-horror,C#,1054609,0.17231905713881893,2021-01-30T21:28:22Z,10977
basic-computer-games,coding-horror,JavaScript,873130,0.14266608606565748,2021-01-30T21:28:22Z,10977
basic-computer-games,coding-horror,Java,852557,0.13930453693937758,2021-01-30T21:28:22Z,10977
basic-computer-games,coding-horror,BASIC,691606,0.11300576216545659,2021-01-30T21:28:22Z,10977
basic-computer-games,coding-horror,Python,622039,0.10163878175093688,2021-01-30T21:28:22Z,10977
basic-computer-games,coding-horror,Rust,484331,0.07913782384096979,2021-01-30T21:28:22Z,10977
basic-computer-games,coding-horror,Perl,465286,0.07602594404171831,2021-01-30T21:28:22Z,10977
basic-computer-games,coding-horror,MAXScript,419110,0.06848096312230448,2021-01-30T21:28:22Z,10977
basic-computer-games,coding-horror,Ruby,183989,0.030063095425806298,2021-01-30T21:28:22Z,10977
basic-computer-games,coding-horror,Go,78687,0.012857153361181485,2021-01-30T21:28:22Z,10977
basic-computer-games,coding-horror,Visual Basic .NET,65948,0.010775649724391533,2021-01-30T21:28:22Z,10977
basic-computer-games,coding-horror,Kotlin,61085,0.009981054215661684,2021-01-30T21:28:22Z,10977
basic-computer-games,coding-horror,Lua,53907,0.008808196604791265,2021-01-30T21:28:22Z,10977
basic-computer-games,coding-horror,C,48200,0.00787569474003263,2021-01-30T21:28:22Z,10977
basic-computer-games,coding-horror,HTML,41532,0.006786169168942639,2021-01-30T21:28:22Z,10977
basic-computer-games,coding-horror,D,32242,0.005268218875687387,2021-01-30T21:28:22Z,10977
basic-computer-games,coding-horror,Pascal,27328,0.0044652901629794964,2021-01-30T21:28:22Z,10977
basic-computer-games,coding-horror,Elm,19172,0.003132631111118373,2021-01-30T21:28:22Z,10977
basic-computer-games,coding-horror,QuickBASIC,17078,0.0027904795595493207,2021-01-30T21:28:22Z,10977
basic-computer-games,coding-horror,Nim,12722,0.002078725902130604,2021-01-30T21:28:22Z,10977
basic-computer-games,coding-horror,CSS,4065,0.0006642053758969428,2021-01-30T21:28:22Z,10977
basic-computer-games,coding-horror,Elixir,3449,0.0005635533435347,2021-01-30T21:28:22Z,10977
basic-computer-games,coding-horror,C++,3233,0.0005282597737453422,2021-01-30T21:28:22Z,10977
basic-computer-games,coding-horror,Shell,2591,0.00042335944131586194,2021-01-30T21:28:22Z,10977
basic-computer-games,coding-horror,Julia,2199,0.0003593081479944347,2021-01-30T21:28:22Z,10977
bashtop,aristocratos,Shell,210480,0.9385492796339979,2020-03-28T09:58:14Z,10968
bashtop,aristocratos,Python,13380,0.05966262524469257,2020-03-28T09:58:14Z,10968
bashtop,aristocratos,Makefile,401,0.0017880951213095455,2020-03-28T09:58:14Z,10968
rolldown,rolldown,Rust,1737150,0.7034961183488505,2023-09-18T14:20:28Z,10950
rolldown,rolldown,TypeScript,381767,0.15460472763646524,2023-09-18T14:20:28Z,10950
rolldown,rolldown,JavaScript,341511,0.13830219777994662,2023-09-18T14:20:28Z,10950
rolldown,rolldown,CSS,5036,0.0020394361177818905,2023-09-18T14:20:28Z,10950
rolldown,rolldown,Just,3839,0.001554685316950889,2023-09-18T14:20:28Z,10950
rolldown,rolldown,HTML,7,2.834800004859657e-06,2023-09-18T14:20:28Z,10950
txtai,neuml,Python,1033688,0.9945322699979122,2020-08-09T19:14:59Z,10891
txtai,neuml,Dockerfile,3267,0.0031432472139399695,2020-08-09T19:14:59Z,10891
txtai,neuml,Makefile,2416,0.002324482788147832,2020-08-09T19:14:59Z,10891
DALL-E,openai,Python,10716,0.7708797928206604,2021-02-23T23:01:11Z,10854
DALL-E,openai,Jupyter Notebook,3185,0.22912020717933962,2021-02-23T23:01:11Z,10854
distrobox,89luca89,Shell,270294,0.9997410897900608,2021-11-18T15:41:03Z,10838
distrobox,89luca89,Dockerfile,70,0.0002589102099391931,2021-11-18T15:41:03Z,10838
Obtainium,ImranR98,Dart,512315,0.9844241489102092,2022-08-11T00:16:36Z,10828
Obtainium,ImranR98,JavaScript,5480,0.010529936340001652,2022-08-11T00:16:36Z,10828
Obtainium,ImranR98,Shell,2505,0.0048134106809679085,2022-08-11T00:16:36Z,10828
Obtainium,ImranR98,Kotlin,121,0.00023250406882120437,2022-08-11T00:16:36Z,10828
SpotiFlyer,Shabinder,Kotlin,663074,0.9502418332031614,2020-07-15T20:05:01Z,10742
SpotiFlyer,Shabinder,CSS,16497,0.023641613941057186,2020-07-15T20:05:01Z,10742
SpotiFlyer,Shabinder,Java,11928,0.0170938456136831,2020-07-15T20:05:01Z,10742
SpotiFlyer,Shabinder,HCL,2910,0.004170279236738583,2020-07-15T20:05:01Z,10742
SpotiFlyer,Shabinder,HTML,1811,0.0025953181091867956,2020-07-15T20:05:01Z,10742
SpotiFlyer,Shabinder,Shell,855,0.0012252882293510273,2020-07-15T20:05:01Z,10742
SpotiFlyer,Shabinder,Ruby,720,0.0010318216668219176,2020-07-15T20:05:01Z,10742
yolov10,THU-MIG,Python,1486648,0.99433356519878,2024-05-23T09:15:07Z,10698
yolov10,THU-MIG,Shell,4586,0.003067312322756702,2024-05-23T09:15:07Z,10698
yolov10,THU-MIG,Dockerfile,3886,0.002599122478463267,2024-05-23T09:15:07Z,10698
LKY_OfficeTools,OdysseusYuan,C#,236846,1.0,2022-10-27T14:58:30Z,9775
bore,ekzhang,Rust,27604,0.944954128440367,2022-04-04T02:47:54Z,9761
bore,ekzhang,Shell,1390,0.04758318499246885,2022-04-04T02:47:54Z,9761
bore,ekzhang,Dockerfile,218,0.007462686567164179,2022-04-04T02:47:54Z,9761
Tkinter-Designer,ParthJadhav,Python,28808,0.9673281622510997,2021-05-18T07:29:26Z,9749
Tkinter-Designer,ParthJadhav,Makefile,973,0.032671837748900305,2021-05-18T07:29:26Z,9749
aliyundrive-webdav,messense,Rust,98766,0.6647238561871559,2021-08-18T13:53:39Z,9700
aliyundrive-webdav,messense,HTML,30514,0.20536807957895303,2021-08-18T13:53:39Z,9700
aliyundrive-webdav,messense,Python,6415,0.0431748125614139,2021-08-18T13:53:39Z,9700
aliyundrive-webdav,messense,Lua,6259,0.042124887267636725,2021-08-18T13:53:39Z,9700
aliyundrive-webdav,messense,Shell,3469,0.02334737720585266,2021-08-18T13:53:39Z,9700
aliyundrive-webdav,messense,Makefile,2342,0.015762339987347055,2021-08-18T13:53:39Z,9700
aliyundrive-webdav,messense,Dockerfile,817,0.00549864721164071,2021-08-18T13:53:39Z,9700
rnote,flxzt,Rust,1871577,0.9685211241731168,2021-08-05T13:04:32Z,9646
rnote,flxzt,Meson,38561,0.019954905979951428,2021-08-05T13:04:32Z,9646
rnote,flxzt,Just,8207,0.004247034915522455,2021-08-05T13:04:32Z,9646
rnote,flxzt,Python,6064,0.0031380552854548757,2021-08-05T13:04:32Z,9646
rnote,flxzt,CSS,5894,0.0030500820996818994,2021-08-05T13:04:32Z,9646
rnote,flxzt,Shell,2104,0.001088797546272602,2021-08-05T13:04:32Z,9646
minbpe,karpathy,Python,30141,1.0,2024-02-16T16:18:15Z,9626
petals,bigscience-workshop,Python,439296,0.9973912747335082,2022-06-12T00:10:27Z,9611
petals,bigscience-workshop,Dockerfile,926,0.0021024191442745406,2022-06-12T00:10:27Z,9611
petals,bigscience-workshop,Shell,223,0.000506306122217303,2022-06-12T00:10:27Z,9611
LibreTube,libre-tube,Kotlin,1156466,0.9992007886703802,2021-12-09T12:31:36Z,9610
LibreTube,libre-tube,Shell,925,0.0007992113296198086,2021-12-09T12:31:36Z,9610
keploy,keploy,Go,1434580,0.989778493785338,2022-01-19T10:40:31Z,9607
keploy,keploy,Shell,12931,0.00892165351750213,2022-01-19T10:40:31Z,9607
keploy,keploy,Dockerfile,1884,0.0012998526971598494,2022-01-19T10:40:31Z,9607
LangGPT,langgptai,Jupyter Notebook,1732790,0.831703403485514,2023-05-06T13:49:43Z,9582
LangGPT,langgptai,JavaScript,348149,0.1671043278297302,2023-05-06T13:49:43Z,9582
LangGPT,langgptai,Python,2197,0.0010545146136910267,2023-05-06T13:49:43Z,9582
LangGPT,langgptai,Shell,287,0.00013775407106478136,2023-05-06T13:49:43Z,9582
chainlit,Chainlit,TypeScript,583743,0.48942863395162084,2023-03-14T16:54:04Z,9579
chainlit,Chainlit,Python,577818,0.48446092614842085,2023-03-14T16:54:04Z,9579
chainlit,Chainlit,CSS,23138,0.019399632599230488,2023-03-14T16:54:04Z,9579
chainlit,Chainlit,JavaScript,6328,0.0053055957769872295,2023-03-14T16:54:04Z,9579
chainlit,Chainlit,HTML,1566,0.0013129840370989258,2023-03-14T16:54:04Z,9579
chainlit,Chainlit,C++,110,9.222748664168699e-05,2023-03-14T16:54:04Z,9579
Kazumi,Predidit,Dart,804717,0.6252195836360176,2024-05-09T01:56:22Z,9567
Kazumi,Predidit,GLSL,406116,0.31552915674445164,2024-05-09T01:56:22Z,9567
Kazumi,Predidit,C++,36794,0.028586856448047735,2024-05-09T01:56:22Z,9567
Kazumi,Predidit,CMake,20670,0.016059420633286588,2024-05-09T01:56:22Z,9567
Kazumi,Predidit,Swift,12628,0.0098112415944433,2024-05-09T01:56:22Z,9567
Kazumi,Predidit,HTML,1839,0.0014287989620035816,2024-05-09T01:56:22Z,9567
Kazumi,Predidit,Kotlin,1800,0.001398498168355871,2024-05-09T01:56:22Z,9567
Kazumi,Predidit,C,1425,0.0011071443832817312,2024-05-09T01:56:22Z,9567
Kazumi,Predidit,ANTLR,732,0.000568722588464721,2024-05-09T01:56:22Z,9567
Kazumi,Predidit,Shell,336,0.0002610529914264293,2024-05-09T01:56:22Z,9567
Kazumi,Predidit,Objective-C,38,2.952385022084617e-05,2024-05-09T01:56:22Z,9567
content,mdn,Markdown,53855390,0.9989608693417429,2020-09-15T15:42:29Z,9511
content,mdn,JavaScript,44986,0.0008344430087352007,2020-09-15T15:42:29Z,9511
content,mdn,HTML,11035,0.0002046876495219166,2020-09-15T15:42:29Z,9511
eul,gao-sun,Swift,258864,1.0,2020-06-26T07:10:17Z,9476
bloop,BloopAI,Rust,1191054,0.48308155555753846,2022-12-10T14:04:30Z,9469
bloop,BloopAI,TypeScript,1016884,0.4124396581024638,2022-12-10T14:04:30Z,9469
bloop,BloopAI,CSS,125400,0.05086119274769685,2022-12-10T14:04:30Z,9469
bloop,BloopAI,Scheme,87343,0.035425591372903395,2022-12-10T14:04:30Z,9469
bloop,BloopAI,NSIS,22883,0.00928115369733291,2022-12-10T14:04:30Z,9469
bloop,BloopAI,JavaScript,11633,0.0047182476493936,2022-12-10T14:04:30Z,9469
bloop,BloopAI,Nix,6563,0.002661897990455617,2022-12-10T14:04:30Z,9469
bloop,BloopAI,HTML,2023,0.0008205119053316645,2022-12-10T14:04:30Z,9469
bloop,BloopAI,Dockerfile,1738,0.0007049182854505353,2022-12-10T14:04:30Z,9469
bloop,BloopAI,Shell,12,4.867099784468598e-06,2022-12-10T14:04:30Z,9469
bloop,BloopAI,RenderScript,1,4.055916487057165e-07,2022-12-10T14:04:30Z,9469
supermemory,supermemoryai,TypeScript,956924,0.8977876268096736,2024-02-27T20:10:04Z,9466
supermemory,supermemoryai,CSS,86510,0.08116382031938259,2024-02-27T20:10:04Z,9466
supermemory,supermemoryai,MDX,16453,0.01543623090642471,2024-02-27T20:10:04Z,9466
supermemory,supermemoryai,JavaScript,4830,0.004531513722605686,2024-02-27T20:10:04Z,9466
supermemory,supermemoryai,Dockerfile,1152,0.001080808241913406,2024-02-27T20:10:04Z,9466
fiftyone,voxel51,Python,8111126,0.6781076217243213,2020-04-22T13:43:28Z,9461
fiftyone,voxel51,TypeScript,3589478,0.30008809995206254,2020-04-22T13:43:28Z,9461
fiftyone,voxel51,JavaScript,188379,0.015748890557587925,2020-04-22T13:43:28Z,9461
fiftyone,voxel51,CSS,51716,0.004323569103117742,2020-04-22T13:43:28Z,9461
fiftyone,voxel51,Shell,8948,0.0007480720924800362,2020-04-22T13:43:28Z,9461
fiftyone,voxel51,Dockerfile,5299,0.0004430078249946035,2020-04-22T13:43:28Z,9461
fiftyone,voxel51,HTML,3464,0.0002895978686131924,2020-04-22T13:43:28Z,9461
fiftyone,voxel51,Batchfile,2694,0.00022522420844224605,2020-04-22T13:43:28Z,9461
fiftyone,voxel51,Makefile,310,2.5916668380510867e-05,2020-04-22T13:43:28Z,9461
win11React,blueedgetechno,JavaScript,311003,0.7361523039451229,2021-07-12T17:38:43Z,9379
win11React,blueedgetechno,SCSS,93692,0.22177143519910242,2021-07-12T17:38:43Z,9379
win11React,blueedgetechno,CSS,14667,0.03471717585349054,2021-07-12T17:38:43Z,9379
